Symbol,Company Name,Short Name,Industry,Description,Website Logo,CEO,Exchange,Market Cap,Sector,Tag 1,Tag 2,Tag 3,OTC
GUSA,Goldman Sachs MarketBeta U.S. 1000 Equity ETF,,,,,,,,,,,,F
GUSH,Direxion Daily S&P Oil & Gas Exp. & Prod. Bull 2X Shares,,,,,,,,,,,,F
GUT,Gabelli Utility Trust (The),Gabelli Utility Trust (The),Asset Management,Gabelli Utility Trust operates as a diversified closed-end investment management company. The fund's primary objective is long term growth of capital and income.,,Bruce N. Alpert,New York Stock Exchange,343019501.0,Financial Services,Financial Services,Asset Management,,F
GVA,Granite Construction Incorporated,Granite Construction Incorporated,Engineering & Construction,"Granite Construction Inc is a diversified heavy civil contractors and construction materials producer in the United States. It is engaged in the construction and improvement of streets, roads, highways, mass transit facilities, airport and others.",,James H. Roberts,New York Stock Exchange,2029711595.0,Industrials,Industrials,Engineering & Construction,,F
GVAL,Cambria Global Value ETF,,,,,,,,,,,,F
GVCI,Green Visor Financial Technology Acquisition Corp. I Class A Ordinary Shares,,,,,,,,,,,,F
GVCIU,Green Visor Financial Technology Acquisition Corp. I Units,,,,,,,,,,,,F
GVI,iShares Intermediate Government/Credit Bond,iShares Intermediate Government/Credit Bond,,"The investment seeks to track the investment results of the Bloomberg Barclays U.S. Intermediate Government/Credit Bond Index.
 The fund generally invests at least 90% of its assets in securities of the underlying index. The index measures the performance of U.S. dollar-denominated U.S. Treasury bonds, government-related bonds (i.e., U.S. and non-U.S. agencies, sovereign, supranational and local authority debt) and investment-grade U.S. corporate bonds that have a remaining maturity of greater than one year and less than or equal to ten years.",,,Cboe Global Markets EDGX,2306475000.0,,,,,F
GVIP,Goldman Sachs Hedge Industry VIP ETF,,,,,,,,,,,,F
GVLU,Gotham 1000 Value ETF,,,,,,,,,,,,F
GVP,GSE Systems Inc.,GSE Systems,Application Software,GSE Systems Inc is a software solutions provider. Most of its revenue is generated through the sale of applications catering to training and consulting. It sells its products mainly in the United States.,,Kyle J. Loudermilk,NASDAQ Capital Market,58408488.0,Technology,Technology,Software - Application,Application Software,F
GWAV,"Greenwave Technology Solutions, Inc. Common Stock",,,,,,,,,,,,F
GWH,"ESS Tech, Inc.",,,,,,,,,,,,F
GWII,Good Works II Acquisition Corp. Common Stock,,,,,,,,,,,,F
GWRE,Guidewire Software Inc.,Guidewire Software,Application Software,"Guidewire Software Inc is a provider of software products for property and casualty insurers. It provides Internet-based software platforms for core insurance operations, including underwriting and policy administration, claims management and billing.",,Marcus S. Ryu,New York Stock Exchange,7544894362.0,Technology,Technology,Software - Infrastructure,Application Software,F
GWRS,Global Water Resources Inc.,Global Water Resources,Utilities - Regulated,"Global Water Resources Inc is a water resource management company. It operates and manages water, wastewater and recycled water utilities in strategically located communities, principally in metropolitan Phoenix, Arizona.",,Ron L. Fleming,NASDAQ Global Market,201400756.0,Utilities,Utilities,Utilities - Regulated Water,Utilities - Regulated,F
GWW,W.W. Grainger Inc.,W.W. Grainger,Industrial Distribution,"W.W. Grainger Inc is a broad line, a business-to-business distributor of maintenance, repair and operating (MRO) supplies and other related products and services. Its services consist of contact centers, catalogs, inventory management solution and others.",,Donald G. Macpherson,New York Stock Exchange,16681059320.0,Industrials,Industrials,Industrial Distribution,,F
GWX,SPDR S&P International SmallCap,SPDR S&P International SmallCap,,"The investment seeks investment results that, before fees and expenses, correspond generally to the total return performance of the S&P Developed Ex-U.S. under USD2 Billion Index.
 The fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index and in depositary receipts based on securities comprising the index. The index is a market capitalization weighted index designed to define and measure the investable universe of publicly traded small-cap companies, as defined by the index, domiciled in developed countries outside the United States. It is non-diversified.",,,NYSE Arca,856856000.0,,,,,F
GXC,SPDR S&P China,SPDR S&P China,,"The investment seeks investment results that, before fees and expenses, correspond generally to the total return performance of the S&P China BMI Index.
 The fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index and in depositary receipts based on securities comprising the index. The index is a market capitalization weighted index designed to define and measure the investable universe of publicly traded companies domiciled in China available to foreign investors. The fund is non-diversified.",,,NYSE Arca,1163148000.0,,,,,F
GXG,Global X MSCI Colombia,Global X MSCI Colombia,,"The investment seeks to provide investment results that correspond generally to the price and yield performance, before fees and expenses, of the MSCI All Colombia Select 25/50 Index.
 The fund invests at least 80% of its total assets in the securities of the underlying index and in American Depositary Receipts (""ADRs"") and Global Depositary Receipts (""GDRs"") based on the securities in the underlying index. It also invests at least 80% of its total assets in securities of companies that are economically tied to Colombia. The underlying index is designed to represent the performance of the broad Colombia equity universe. The fund is non-diversified.",,,NYSE Arca,61990400.0,,,,,F
GXII,GX Acquisition Corp. II Class A Common Stock,,,,,,,,,,,,F
GXIIU,GX Acquisition Corp. II Unit,,,,,,,,,,,,F
GXO,"GXO Logistics, Inc.",,,,,,,,,,,,F
GXTG,Global X Funds Global X Thematic Growth ETF,,,,,,,,,,,,F
GXYYY,Galaxy Entmt Group Ltd ADR Unsponsored (Hong Kong),,,,,,,,,,,,F
GYLD,Arrow Dow Jones Global Yield ETF,Arrow Dow Jones Global Yield ETF,,"The investment seeks investment results that generally correspond, before fees and expenses, to the price and yield performance of the Dow Jones Global Composite Yield Index (the ""underlying index"").
 The fund uses a ""passive"" or ""indexing"" investment approach to seek to track the price and yield performance of the underlying index. It invests at least 80% of its total assets in the component securities of the underlying index (or depositary receipts representing those securities). The underlying index seeks to identify the 150 highest yielding investable securities in the world within three ""asset classes.""",,,NYSE Arca,61574625.0,,,,,F
GYRO,Gyrodyne  LLC,Gyrodyne LLC,REITs,"Gyrodyne LLC is a real estate investment trust. It is engaged in the investment and acquisition, ownership & management of a geographically diverse portfolio of medical office, industrial properties and development of industrial & residential properties.",,Gary J. Fitlin,NASDAQ Capital Market,26391704.0,Real Estate,Real Estate,REIT - Diversified,REITs,F
H,Hyatt Hotels Corporation Class A,Hyatt Hotels,Travel & Leisure,"Hyatt Hotels Corp develop, own, operate, manage, franchise, license, or provide services to a portfolio of properties, consisting of full-service hotels, select service hotels, resorts, and other properties.",,Mark S. Hoplamazian,New York Stock Exchange,7606841600.0,Consumer Cyclical,Consumer Cyclical,Lodging,Travel & Leisure,F
HA,Hawaiian Holdings Inc.,Hawaiian,Airlines,"Hawaiian Holdings Inc provides air transportation for passengers and cargo. Routes are principally focused on transportation between the Hawaiian Islands, United States, and the South Pacific regions of Asia and Australia.",,Peter R. Ingram,Nasdaq Global Select,1490503474.0,Industrials,Industrials,Airlines,,F
HACK,ETFMG Prime Cyber Security ETF,,,,,,,,,,,,F
HAE,Haemonetics Corporation,Haemonetics,Medical Instruments & Equipment,"Haemonetics Corp is a health care company. It provides products enabling in the processing, handling and analysis of blood and portfolio of integrated devices and information management tools to improve clinical outcomes.",,Christopher Simon,New York Stock Exchange,5022165957.0,Healthcare,Healthcare,Medical Instruments & Supplies,Medical Instruments & Equipment,F
HAFC,Hanmi Financial Corporation,Hanmi Financial,Banks,"Hanmi Financial Corp is a community bank conducting general banking business. It provides its services to small- to medium-sized businesses. It also offers insurance products such as; life, commercial, automobile, health, and property and casualty.",,Chong Guk Kum,Nasdaq Global Select,686611301.0,Financial Services,Financial Services,Banks - Regional - US,Banks,F
HAIA,Healthcare AI Acquisition Corp. Class A Ordinary Shares,,,,,,,,,,,,F
HAIAU,Healthcare AI Acquisition Corp. Unit,,,,,,,,,,,,F
HAIL,SPDR S&P Kensho Smart Mobility ETF,,,,,,,,,,,,F
HAIN,The Hain Celestial Group Inc.,The Hain Celestial,Consumer Packaged Goods,"The Hain Celestial Group Inc manufactures, markets, and sells natural, GMO (genetically modified organism)-free, and organic products across several foods, beverage, and personal-care categories.",,Irwin D. Simon,Nasdaq Global Select,1898116088.0,Consumer Defensive,Consumer Defensive,Packaged Foods,Consumer Packaged Goods,F
HAL,Halliburton Company,Halliburton Company,Oil & Gas - Services,"Halliburton Co is a provider of services and products to the upstream oil and natural gas industry throughout the lifecycle of the reservoir, from locating hydrocarbons and managing geological data, to drilling and formation evaluation.",,Jeffrey A. Miller,New York Stock Exchange,28252492240.0,Energy,Energy,Oil & Gas Equipment & Services,Oil & Gas - Services,F
HALL,Hallmark Financial Services Inc.,Hallmark Financial Services,Insurance - Property & Casualty,"Hallmark Financial Services Inc is an insurance holding company, which is engaged in the sale of property and casualty insurance products to businesses and individuals. The Specialty Commercial segment generates maximum revenue for the company.",,Naveen Anand,NASDAQ Global Market,180947934.0,Financial Services,Financial Services,Insurance - Property & Casualty,,F
HALO,Halozyme Therapeutics Inc.,Halozyme Therapeutics,Biotechnology,Halozyme Therapeutics Inc is a biotechnology company. It is engaged in research on human enzymes that alter the extracellular matrix and tumor environment.,,Helen I. Torley,Nasdaq Global Select,2402546365.0,Healthcare,Healthcare,Biotechnology,,F
HAP,VanEck Vectors Natural Resources,VanEck Vectors Natural Resources,,"The investment seeks to replicate as closely as possible, before fees and expenses, the price and yield performance of the VanEck? Natural Resources Index.
 The fund normally invests at least 80% of its total assets in securities that comprise the fund's benchmark index. The index is comprised of publicly traded companies engaged (derive greater than 50% of revenues from applicable sources) in the production and distribution of commodities and commodity-related products and services in the following sectors: 1) Agriculture; 2) Alternatives (Water & Alternative Energy); 3) Base and Industrial Metals; 4) Energy; 5) Forest Products; and 6) Precious Metals.",,,NYSE Arca,75793090.0,,,,,F
HAPP,Happiness Development Group Limited Class A Ordinary Shares,,,,,,,,,,,,F
HAPY,Harbor Corporate Culture Leaders ETF,,,,,,,,,,,,F
HARP,"Harpoon Therapeutics, Inc. Common Stock",,,,,,,,,,,,F
HART,IQ Healthy Hearts ETF,,,,,,,,,,,,F
HAS,Hasbro Inc.,Hasbro,Travel & Leisure,"Hasbro Inc provides children and family leisure time and entertainment products and services which includes manufacturing and marketing of games and toys. It reaches customers by leveraging its well-known brands such as Transformers, Monopoly, and Nerf.",,Brian D. Goldner,Nasdaq Global Select,11556458115.0,Consumer Cyclical,Consumer Cyclical,Leisure,Travel & Leisure,F
HASI,Hannon Armstrong Sustainable Infrastructure Capital Inc.,Hannon Armstrong Sustainable Infrastructure Capital,REITs,Hannon Armstrong Sustainable Infrastructure Capital Inc is a specialty finance company. It provides debt and equity financing to energy efficiency and renewable energy markets.,,Jeffrey W. Eckel,New York Stock Exchange,1406584264.0,Real Estate,Real Estate,REIT - Diversified,REITs,F
HAUS,Home Appreciation U.S. REIT ETF,,,,,,,,,,,,F
HAUZ,Xtrackers International Real Estate ETF,,,,,,,,,,,,F
HAWX,iShares Currency Hedged MSCI ACWI ex U.S. ETF,,,,,,,,,,,,F
HAYN,Haynes International Inc.,Haynes International,Industrial Products,"Haynes International Inc is a producer of nickel and cobalt-based alloys in sheet, coil and plate forms. It is engaged in the developing, manufacturing, marketing and distribution of alloys.",,Michael L. Shor,Nasdaq Global Select,436484946.0,Industrials,Industrials,Metal Fabrication,Industrial Products,F
HAYW,"Hayward Holdings, Inc.",,,,,,,,,,,,F
HBAN,Huntington Bancshares Incorporated,Huntington Bancshares Incorporated,Banks,"Huntington Bancshares Inc is a multi-state financial holding company. It provides full-service commercial, small business, consumer, and mortgage banking services, as well as automobile financing, investment management services, and among others.",,Stephen D. Steinour,Nasdaq Global Select,14037148849.0,Financial Services,Financial Services,Banks - Regional - US,Banks,F
HBANM,Huntington Bancshares Incorporated Depositary Shares each representing a 1/1000th interest in a share of Huntington Series I Preferred Stock,,,,,,,,,,,,F
HBANP,Huntington Bancshares Incorporated Depositary Shares 4.500% Series H Non-Cumulative Perpetual Preferred Stock,,,,,,,,,,,,F
HBB,Hamilton Beach Brands Holding Company Class A,Hamilton Beach Brands Holding Company,Computer Hardware,"Hamilton Beach Brands Holding Co, through its subsidiaries, is engaged in consumer, commercial and specialty small appliances and specialty retail. The company earns maximum revenue from the sale of appliances.",,Gregory H. Trepp,New York Stock Exchange,360645746.0,Technology,Technology,Consumer Electronics,Computer Hardware,F
HBCP,Home Bancorp Inc.,Home Bancorp,Banks,Home Bancorp Inc is a bank holding company. It attracts deposits from the general public and uses those funds to invest in loans and securities.,,John W. Bordelon,Nasdaq Global Select,335881360.0,Financial Services,Financial Services,Savings & Cooperative Banks,Banks,F
HBI,Hanesbrands Inc.,Hanesbrands,Manufacturing - Apparel & Furniture,"Hanesbrands Inc designs, manufactures, sources and sells apparel essentials such as t-shirts, innerwear, casualwear, activewear, socks and hosiery. It markets its products under the brand names of Hanes, Champion, and Maidenform.",,Gerald Evans,New York Stock Exchange,5544461707.0,Consumer Cyclical,Consumer Cyclical,Apparel Manufacturing,Manufacturing - Apparel & Furniture,F
HBIO,Harvard Bioscience Inc.,Harvard Bioscience,Medical Instruments & Equipment,"Harvard Bioscience Inc is a developer, manufacturer and marketer of scientific instruments, systems and lab consumables used to advance life science for basic research, drug discovery, clinical and environmental testing.",,Jeffrey A. Duchemin,NASDAQ Global Market,136122801.0,Healthcare,Healthcare,Medical Instruments & Supplies,Medical Instruments & Equipment,F
HBM,Hudbay Minerals Inc. (Canada),Hudbay Minerals (Canada),Metals & Mining,"Hudbay Minerals Inc is an integrated mining company. It is engaged in producing copper concentrate and zinc metal, along with base and precious metals.",,Alan Hair,New York Stock Exchange,1572858349.0,Basic Materials,Basic Materials,Copper,Metals & Mining,F
HBNC,Horizon Bancorp Inc.,Horizon Bancorp,Banks,"Horizon Bancorp (IN) is a holding company providing banking services through its Horizon Bank N.A. It provides retail banking services as well as commercial loans, real estate loans, mortgage warehouse loans, consumer loans and other credit facilities.",,Craig M. Dwight,Nasdaq Global Select,640101789.0,Financial Services,Financial Services,Banks - Regional - US,Banks,F
HBT,"HBT Financial, Inc. Common Stock",,,,,,,,,,,,F
HCA,HCA Healthcare Inc.,HCA Healthcare,Health Care Providers,"HCA Healthcare Inc is a health care services company. It operates general acute care hospitals, psychiatric hospitals, and rehabilitation hospitals. The company also operates freestanding surgery centers.",,Samuel N. Hazen,New York Stock Exchange,47755710980.0,Healthcare,Healthcare,Medical Care,Health Care Providers,F
HCAT,"Health Catalyst, Inc Common Stock",,,,,,,,,,,,F
HCC,Warrior Met Coal Inc.,Warrior Met Coal,Coal,"Warrior Met Coal Inc produces and exports metallurgical coal for the steel industry. The company has underground mines located in Brookwood, Alabama, southwest of Birmingham and near Tuscaloosa.",,Walter Scheller,New York Stock Exchange,1509361748.0,Basic Materials,Basic Materials,Coal,,F
HCCI,Heritage-Crystal Clean Inc.,Heritage-Crystal Clean,Industrial Products,"Heritage-Crystal Clean, Inc provides parts cleaning, used oil re-refining and hazardous and non-hazardous waste services to small and mid-sized customers in both the manufacturing and vehicle service sectors.",,Brian J. Recatto,Nasdaq Global Select,576713727.0,Industrials,Industrials,Pollution & Treatment Controls,Industrial Products,F
HCDI,"Harbor Custom Development, Inc. Common Stock",,,,,,,,,,,,F
HCDIP,"Harbor Custom Development, Inc. 8.0% Series A Cumulative Convertible Preferred Stock, no par value",,,,,,,,,,,,F
HCI,HCI Group Inc.,HCI,Insurance - Property & Casualty,"HCI Group Inc is a Florida-based company property and casualty insurance company. Its operations are divided into four divisions property and casualty insurance, reinsurance, real estate, and information technology.",,Paresh Patel,New York Stock Exchange,441623361.0,Financial Services,Financial Services,Insurance - Property & Casualty,,F
HCKT,The Hackett Group Inc.,The Hackett,Business Services,The Hackett Group Inc is an intellectual property-based strategic consultancy and enterprise benchmarking and practices implementation firm to global companies. It has one operating segment of Business and Technology Consulting Services.,,Ted A. Fernandez,Nasdaq Global Select,540774084.0,Industrials,Industrials,Business Services,,F
HCM,Hutchison China MediTech Limited,Hutchison China MediTech Limited,Drug Manufacturers,Hutchison China Meditech Ltd is a major drug manufacturing company. The company operates two platforms--an innovation platform and a commercial platform aimed at discovering and developing therapeutics in oncology and autoimmune diseases.,,Christian Hogg,Nasdaq Global Select,3024928468.0,Healthcare,Healthcare,Drug Manufacturers - Major,Drug Manufacturers,F
HCMA,HCM Acquisition Corp Class A Ordinary Shares,,,,,,,,,,,,F
HCMAU,HCM Acquisition Corp Unit,,,,,,,,,,,,F
HCNE,Jaws Hurricane Acquisition Corp. Class A Common Stock,,,,,,,,,,,,F
HCNEU,Jaws Hurricane Acquisition Corp. Unit,,,,,,,,,,,,F
HCOM,Hartford Schroders Commodity Strategy ETF,,,,,,,,,,,,F
HCP,HCP Inc.,HCP,REITs,"HCP Inc is a real estate investment trust. It invests in real estate serving the healthcare industry in the U.S. It acquires, develops, leases, manages and disposes of healthcare real estate and provides financing to healthcare providers.",,Thomas M. Herzog,New York Stock Exchange,14907067432.0,Real Estate,Real Estate,REIT - Healthcare Facilities,REITs,F
HCRB,Hartford Core Bond ETF,,,,,,,,,,,,F
HCSG,Healthcare Services Group Inc.,Healthcare Services,Business Services,"Healthcare Services Group Inc provides management, administrative and operating expertise and services to the housekeeping, laundry, linen, facility maintenance and dietary service departments of the health care industry in United States.",,Theodore Wahl,Nasdaq Global Select,3065568920.0,Industrials,Industrials,Business Services,,F
HCTI,"Healthcare Triangle, Inc. Common Stock",,,,,,,,,,,,F
HCVI,Hennessy Capital Investment Corp. VI Class A Common Stock,,,,,,,,,,,,F
HCVIU,Hennessy Capital Investment Corp. VI Unit,,,,,,,,,,,,F
HCWB,HCW Biologics Inc. Common Stock,,,,,,,,,,,,F
HCXY,"Hercules Capital, Inc. 6.25% Notes due 2033",,,,,,,,,,,,F
HD,Home Depot Inc. (The),Home Depot (The),Retail - Apparel & Specialty,"The Home Depot Inc is a home improvement specialty retailer. Its stores sell an assortment of building materials, home improvement and lawn and garden products and provide a number of services.",,Craig A. Menear,New York Stock Exchange,211000000000.0,Consumer Cyclical,Consumer Cyclical,Home Improvement Stores,Retail - Apparel & Specialty,F
HDAW,Xtrackers MSCI All World ex US High Dividend Yield Equity ETF,,,,,,,,,,,,F
HDB,HDFC Bank Limited,HDFC Bank Limited,Banks,"HDFC Bank Ltd is a banking and financial services company. It offers retail banking, wholesale banking and other banking services such as accounts and deposits, loans, insurance, forex and among others.",,,New York Stock Exchange,89830228434.0,Financial Services,Financial Services,Banks - Regional - Asia,Banks,F
HDEF,Xtrackers MSCI EAFE High Dividend Yield Equity ETF,,,,,,,,,,,,F
HDELY,HeidelbergCement Ag Unsponsored ADR (Germany),,,,,,,,,,,,F
HDG,ProShares Hedge Replication,ProShares Hedge Replication,,"The investment seeks investment results, before fees and expenses, that track the performance of the Merrill Lynch Factor Model-Exchange Series (the ""benchmark"").
 The fund invests in financial instruments that ProShare Advisors believes, in combination, should track the performance of the benchmark. The benchmark seeks to provide the risk and return characteristics of the hedge fund asset class by targeting a high correlation to the HFRI Fund Weighted Composite Index (the ""HFRI""). The HFRI is designed to reflect hedge fund industry performance through an equally weighted composite of over 2000 constituent funds. The fund is non-diversified.",,,NYSE Arca,34615375.0,,,,,F
HDGE,Ranger Equity Bear Bear,Ranger Equity Bear Bear,,"The investment seeks capital appreciation through short sales of domestically traded equity securities.
 The Sub-Advisor seeks to achieve the fund's investment objective by short selling a portfolio of liquid mid- and large-cap U.S. exchange-traded equity securities, ETFs, ETNs and other exchange-traded products. The fund invests at least 80% of its net assets, plus any borrowings for investment purposes, in short positions in equity securities. The Sub-Advisor implements a bottom-up, fundamental, research driven security selection process.",,,NYSE Arca,126992250.0,,,,,F
HDLB,"ETRACS Monthly Pay 2xLeveraged US High Dividend Low Volatility ETN Series B due October 21, 2049",,,,,,,,,,,,F
HDMV,First Trust Horizon Managed Volatility Developed International ETF,,,,,,,,,,,,F
HDRO,Defiance Next Gen H2 ETF,,,,,,,,,,,,F
HDSN,Hudson Technologies Inc.,Hudson,Industrial Products,Hudson Technologies Inc is an industrial products manufacturer. Its core products are refrigerants and industrial gases which are used for commercial air conditioning and processing.,,Kevin J. Zugibe,NASDAQ Capital Market,49415340.0,Industrials,Industrials,Diversified Industrials,Industrial Products,F
HDV,iShares Core High Dividend,iShares Core High Dividend,,"The investment seeks to track the investment results of the Morningstar? Dividend Yield Focus IndexSM composed of relatively high dividend paying U.S. equities.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents. The underlying index is comprised of qualified income paying securities that are screened for superior company quality and financial health as determined by Morningstar, Inc.'s (""Morningstar"" or the ""index provider"") proprietary index methodology. The fund is non-diversified.",,,NYSE Arca,6667738000.0,,,,,F
HE,Hawaiian Electric Industries Inc.,Hawaiian Electric Industries,Utilities - Regulated,"Hawaiian Electric Industries Inc is engaged in generating, purchasing, transmission, distribution and selling of electric energy in the State of Hawaii.",,Constance H. Lau,New York Stock Exchange,4049219122.0,Utilities,Utilities,Utilities - Regulated Electric,Utilities - Regulated,F
HEAR,Turtle Beach Corporation,Turtle Beach,Communication Equipment,"Turtle Beach Corp is mainly a provider of audio peripherals in the United States. Its products have application across various platforms such as gaming consoles, personal computers, and mobile phones.",,Juergen Stark,NASDAQ Global Market,220856025.0,Technology,Technology,Communication Equipment,,F
HEDJ,WisdomTree Europe Hedged Equity Fund,WisdomTree Europe Hedged Equity Fund,,"The investment seeks to track the price and yield performance, before fees and expenses, of the WisdomTree Europe Hedged Equity Index.
 The fund invests at least 95% of its total assets (exclusive of collateral held from securities lending) in component securities of the index and investments that have economic characteristics that are substantially identical to the economic characteristics of such component securities. The index provides exposure to European equity securities, particularly shares of European exporters, while at the same time neutralizing exposure to fluctuations between the value of the U.S. dollar and the euro. The fund is non-diversified.",,,NYSE Arca,3921220000.0,,,,,F
HEEM,iShares Currency Hedged MSCI Emerging Markets,,,,,,,,,,,,F
HEES,H&E Equipment Services Inc.,H&E Equipment Services,Consulting & Outsourcing,"H&E Equipment Services Inc is an integrated equipment services company. It rents, sells and provides parts and service support for hi-lift or aerial work platform equipment, cranes, earthmoving equipment, and industrial lift trucks categories.",,Bradley W. Barber,Nasdaq Global Select,984840643.0,Industrials,Industrials,Rental & Leasing Services,Consulting & Outsourcing,F
HEET,Hartford Schroders ESG US Equity ETF,,,,,,,,,,,,F
HEFA,iShares Currency Hedged MSCI EAFE ETF,,,,,,,,,,,,F
HEGD,Swan Hedged Equity US Large Cap ETF,,,,,,,,,,,,F
HEI,Heico Corporation,Heico,Aerospace & Defense,"Heico Corp through its subsidiaries is engaged in manufacturing electronic equipment for the aviation, defense, space, medical, telecommunications and electronics industries throughout the United States and internationally.",,Laurans A. Mendelson,New York Stock Exchange,11475912597.0,Industrials,Industrials,Aerospace & Defense,,F
HEI.A,Heico Corporation,Heico,Aerospace & Defense,"Heico Corp through its subsidiaries is engaged in manufacturing electronic equipment for the aviation, defense, space, medical, telecommunications and electronics industries throughout the United States and internationally.",,Laurans A. Mendelson,New York Stock Exchange,5565749233.0,Industrials,Industrials,Aerospace & Defense,,F
HEINY,Heineken Nv Sponsored ADR (Netherlands),,,,,,,,,,,,F
HELE,Helen of Troy Limited,Helen of Troy Limited,Consumer Packaged Goods,"Helen Of Troy Ltd is a consumer products company. It designs, develops, imports and distributes Housewares, Healthcare / Home Environment, and Personal Care products.",,Julien R. Mininberg,Nasdaq Global Select,3001506887.0,Consumer Defensive,Consumer Defensive,Household & Personal Products,Consumer Packaged Goods,F
HELX,Franklin Genomic Advancements ETF,,,,,,,,,,,,F
HENKY,Henkel AG and Co. KGAA Sponsored ADR representing Ordinary Shares (Germany),,,,,,,,,,,,F
HEP,Holly Energy Partners L.P.,Holly Energy Partners,Oil & Gas - Midstream,"Holly Energy Partners LP is engaged in operating a system of petroleum product and crude oil pipelines, storage tanks, distribution terminals and loading rack facilities.",,,New York Stock Exchange,3125247558.0,Energy,Energy,Oil & Gas Midstream,Oil & Gas - Midstream,F
HEPA,"Hepion Pharmaceuticals, Inc. Common Stock",,,,,,,,,,,,F
HEPS,D-Market Electronic Services & Trading American Depositary Shares,,,,,,,,,,,,F
HEQ,John Hancock Hedged Equity & Income Fund of Beneficial Interest,John Hancock Hedged Equity & Income Fund of Beneficial Interest,Asset Management,John Hancock Hedged Equity & Income Fund is a closed-end management investment company. Its investment objective is to provide total return with a focus on current income and gains and also consisting of long-term capital appreciation.,,,New York Stock Exchange,176858199.0,Financial Services,Financial Services,Asset Management,,F
HEQT,Simplify Hedged Equity ETF,,,,,,,,,,,,F
HERA,FTAC Hera Acquisition Corp. Class A Ordinary Shares,,,,,,,,,,,,F
HERAU,FTAC Hera Acquisition Corp. Units,,,,,,,,,,,,F
HERD,Pacer Funds Pacer Cash Cows Fund of Funds ETF,,,,,,,,,,,,F
HERO,Global X Funds Global X Video Games & Esports ETF,,,,,,,,,,,,F
HES,Hess Corporation,Hess,Oil & Gas - E&P,"Hess Corp is an oil and gas company involved in the exploration, development, production, transportation, purchase and sale of crude oil, natural gas liquids, and natural gas with production operations.",,John B. Hess,New York Stock Exchange,16492412081.0,Energy,Energy,Oil & Gas E&P,Oil & Gas - E&P,F
HESM,Hess Midstream Partners LP Representing Limited Partner Interests,Hess Midstream Partners Representing Limited Partner Interests,Oil & Gas - Midstream,"Hess Midstream Partners LP owns, operates, develops and acquires a diverse set of midstream assets to provide services to Hess and third-party customers. Its segments are Gathering, Processing and Storage and Terminaling and Export.",,John B. Hess,New York Stock Exchange,1194683635.0,Energy,Energy,Oil & Gas Midstream,Oil & Gas - Midstream,F
HEWC,iShares Currency Hedged MSCI Canada ETF,,,,,,,,,,,,F
HEWG,iShares Currency Hedged MSCI Germany ETF,,,,,,,,,,,,F
HEWJ,iShares Currency Hedged MSCI Japan ETF,,,,,,,,,,,,F
HEWU,iShares Currency Hedged MSCI United Kingdom ETF,,,,,,,,,,,,F
HEXO,HEXO Corp.,HEXO,Drug Manufacturers,"The Hydropothecary Corp is in the business of producing, marketing and selling of medical marijuana through its indirect wholly-owned subsidiary. The product lines include H2, Decarb, and Elixir No. 1.",,Sebastien St-Louis,NYSE American,1232119848.0,Healthcare,Healthcare,Drug Manufacturers - Specialty & Generic,Drug Manufacturers,F
HEZU,iShares Currency Hedged MSCI Eurozone ETF of ISHARES TRUST,,,,,,,,,,,,F
HFBL,Home Federal Bancorp Inc. of Louisiana,Home Federal Bancorp of Louisiana,Banks,"Home Federal Bancorp Inc of louisiana operates as the holding company for Home Federal Bank. It offers financial services to individuals, corporate entities and other organizations in northwest Louisiana.",,James R. Barlow,NASDAQ Capital Market,58804219.0,Financial Services,Financial Services,Savings & Cooperative Banks,Banks,F
HFFG,HF Foods Group Inc.,HF Foods,Retail - Defensive,,,Zhou Min Ni,NASDAQ Capital Market,283300471.0,Consumer Defensive,Industrials,Conglomerates,Consumer Defensive,F
HFGO,Hartford Large Cap Growth ETF,,,,,,,,,,,,F
HFRO,Highland Floating Rate Opportunities Fund,Highland Floating Rate Opportunities Fund,Asset Management,"Highland Floating Rate Opportunities Fund is a United States based non-diversified, closed-end management investment company. Its investment objective is to provide a high level of current income, consistent with preservation of capital.",,Frank Waterhouse,New York Stock Exchange,1010186885.0,Financial Services,Financial Services,Asset Management,,F
HFWA,Heritage Financial Corporation,Heritage Financial,Banks,Heritage Financial Corp is a bank holding company. The company through its subsidiary provides commercial lending and deposit relationships with small businesses and their owners in its market areas and attracting deposits from the general public.,,Brian L. Vance,Nasdaq Global Select,1165220138.0,Financial Services,Financial Services,Banks - Regional - US,Banks,F
HFXI,IQ FTSE International Equity Currency Neutral ETF,,,,,,,,,,,,F
HGBL,Heritage Global Inc. Common Stock,,,,,,,,,,,,F
HGEN,"Humanigen, Inc. Common Stock",,,,,,,,,,,,F
HGER,Harbor All-Weather Inflation Focus ETF,,,,,,,,,,,,F
HGLB,Highland Global Allocation Fund,,,,,,,,,,,,F
HGTY,"Hagerty, Inc.",,,,,,,,,,,,F
